Condition    Stage    Image_n    Probe    index    z    y    x    n_rna    coloc
HS    2-cell    Image_04_191014    gpd-2    15    295    271    10    5    FALSE
HS    2-cell    Image_04_191014    gpd-2    16    496    366    11    6    FALSE
HS    2-cell    Image_04_191014    gpd-2    17    532    289    12    5    FALSE
HS    2-cell    Image_04_191014    gpd-2    18    118    125    12    4    FALSE
HS    2-cell    Image_04_191014    gpd-2    19    371    149    12    5    FALSE
HS    2-cell    Image_04_191014    gpd-2    20    351    153    12    5    FALSE
HS    2-cell    Image_04_191014    gpd-2    21    130    237    11    5    FALSE
HS    2-cell    Image_04_191014    gpd-2    22    377    261    14    5    FALSE
HS    2-cell    Image_04_191014    gpd-2    23    532    305    13    6    FALSE
HS    2-cell    Image_04_191014    gpd-2    24    296    341    17    8    FALSE
HS    2-cell    Image_04_191014    gpd-2    25    205    217    13    5    FALSE
HS    2-cell    Image_04_191014    gpd-2    26    412    230    16    5    FALSE
HS    2-cell    Image_04_191014    gpd-2    27    610    241    17    5    FALSE
HS    2-cell    Image_04_191014    gpd-2    28    146    277    17    5    TRUE
HS    2-cell    Image_04_191014    gpd-2    29    116    281    17    5    FALSE
HS    2-cell    Image_04_191014    gpd-2    30    421    181    21    6    FALSE
HS    2-cell    Image_04_191014    gpd-2    31    592    210    20    5    FALSE
HS    2-cell    Image_04_191014    gpd-2    32    593    256    21    5    FALSE
HS    2-cell    Image_04_191014    gpd-2    33    402    270    21    6    FALSE
HS    2-cell    Image_04_191014    gpd-2    34    659    210    24    5    FALSE
HS    2-cell    Image_07_right_191016    gpd-2    1    51    188    42    6    TRUE
HS    2-cell    Image_07_right_191016    gpd-2    2    78    177    10    5    TRUE
HS    2-cell    Image_07_right_191016    gpd-2    3    85    283    26    5    FALSE
HS    2-cell    Image_07_right_191016    gpd-2    4    102    264    11    12    TRUE
HS    2-cell    Image_07_right_191016    gpd-2    5    107    163    36    16    TRUE
HS    2-cell    Image_07_right_191016    gpd-2    6    135    284    13    19    TRUE
HS    2-cell    Image_07_right_191016    gpd-2    7    140    234    13    10    TRUE
HS    2-cell    Image_07_right_191016    gpd-2    8    156    292    41    29    TRUE
HS    2-cell    Image_07_right_191016    gpd-2    9    152    151    32    8    TRUE
HS    2-cell    Image_07_right_191016    gpd-2    10    170    309    25    10    TRUE
HS    2-cell    Image_07_right_191016    gpd-2    11    185    147    8    8    FALSE
HS    2-cell    Image_07_right_191016    gpd-2    12    188    322    28    8    TRUE
HS    2-cell    Image_07_right_191016    gpd-2    13    198    213    47    5    FALSE
HS    2-cell    Image_07_right_191016    gpd-2    14    207    366    24    12    TRUE
HS    2-cell    Image_07_right_191016    gpd-2    15    211    249    8    15    TRUE
HS    2-cell    Image_07_right_191016    gpd-2    16    209    140    23    5    FALSE
HS    2-cell    Image_07_right_191016    gpd-2    17    255    303    45    6    TRUE
HS    2-cell    Image_07_right_191016    gpd-2    18    269    101    45    8    FALSE
HS    2-cell    Image_07_right_191016    gpd-2    19    325    210    17    10    FALSE
HS    2-cell    Image_07_right_191016    gpd-2    20    447    144    18    6    FALSE
HS    2-cell    Image_07_right_191016    gpd-2    21    292    143    6    5    FALSE
HS    2-cell    Image_07_right_191016    gpd-2    22    180    279    7    7    TRUE
HS    2-cell    Image_07_right_191016    gpd-2    23    127    257    10    6    TRUE
HS    2-cell    Image_07_right_191016    gpd-2    24    164    191    9    5    FALSE
HS    2-cell    Image_07_right_191016    gpd-2    25    132    210    8    14    TRUE
HS    2-cell    Image_07_right_191016    gpd-2    26    83    150    8    5    FALSE
HS    2-cell    Image_07_right_191016    gpd-2    27    417    178    14    14    FALSE
HS    2-cell    Image_07_right_191016    gpd-2    28    221    273    10    8    TRUE
HS    2-cell    Image_07_right_191016    gpd-2    29    66    282    10    6    TRUE
HS    2-cell    Image_07_right_191016    gpd-2    30    161    293    10    10    TRUE
HS    2-cell    Image_07_right_191016    gpd-2    31    255    109    11    5    FALSE
HS    2-cell    Image_07_right_191016    gpd-2    32    446    154    13    5    FALSE
HS    2-cell    Image_07_right_191016    gpd-2    33    270    183    12    5    FALSE
HS    2-cell    Image_07_right_191016    gpd-2    34    205    351    11    5    FALSE
HS    2-cell    Image_07_right_191016    gpd-2    35    239    121    12    5    FALSE
HS    2-cell    Image_07_right_191016    gpd-2    36    316    163    16    8    FALSE
HS    2-cell    Image_07_right_191016    gpd-2    37    413    135    15    6    FALSE
HS    2-cell    Image_07_right_191016    gpd-2    38    376    165    14    5    FALSE
HS    2-cell    Image_07_right_191016    gpd-2    39    370    194    15    7    FALSE
HS    2-cell    Image_07_right_191016    gpd-2    40    159    197    18    15    TRUE
HS    2-cell    Image_07_right_191016    gpd-2    41    367    216    17    9    FALSE
HS    2-cell    Image_07_right_191016    gpd-2    42    283    231    17    5    FALSE
HS    2-cell    Image_07_right_191016    gpd-2    43    243    263    20    6    FALSE
HS    2-cell    Image_07_right_191016    gpd-2    44    127    218    17    7    TRUE
HS    2-cell    Image_07_right_191016    gpd-2    45    159    166    19    7    TRUE
HS    2-cell    Image_07_right_191016    gpd-2    46    250    144    27    5    FALSE
HS    2-cell    Image_07_right_191016    gpd-2    47    162    320    22    8    TRUE
HS    2-cell    Image_07_right_191016    gpd-2    48    395    107    22    8    FALSE
HS    2-cell    Image_07_right_191016    gpd-2    49    475    145    21    5    FALSE
HS    2-cell    Image_07_right_191016    gpd-2    50    181    179    23    8    TRUE
HS    2-cell    Image_07_right_191016    gpd-2    51    40    275    23    7    TRUE
HS    2-cell    Image_07_right_191016    gpd-2    52    132    354    23    5    TRUE
HS    2-cell    Image_07_right_191016    gpd-2    53    354    99    25    10    FALSE
HS    2-cell    Image_07_right_191016    gpd-2    54    460    173    23    6    FALSE
HS    2-cell    Image_07_right_191016    gpd-2    55    146    183    22    5    FALSE
HS    2-cell    Image_07_right_191016    gpd-2    56    345    236    23    5    FALSE
HS    2-cell    Image_07_right_191016    gpd-2    57    160    198    29    8    TRUE
HS    2-cell    Image_07_right_191016    gpd-2    58    52    280    31    13    TRUE
HS    2-cell    Image_07_right_191016    gpd-2    59    291    151    27    5    FALSE
HS    2-cell    Image_07_right_191016    gpd-2    60    135    273    32    16    TRUE
HS    2-cell    Image_07_right_191016    gpd-2    61    362    174    30    6    FALSE
HS    2-cell    Image_07_right_191016    gpd-2    62    123    243    29    5    TRUE
HS    2-cell    Image_07_right_191016    gpd-2    63    120    210    33    5    TRUE
HS    2-cell    Image_07_right_191016    gpd-2    64    369    184    35    6    FALSE
HS    2-cell    Image_07_right_191016    gpd-2    65    206    80    36    7    FALSE
HS    2-cell    Image_07_right_191016    gpd-2    66    202    108    35    5    FALSE
HS    2-cell    Image_07_right_191016    gpd-2    67    148    162    37    11    TRUE
HS    2-cell    Image_07_right_191016    gpd-2    68    325    213    35    5    FALSE
HS    2-cell    Image_07_right_191016    gpd-2    69    150    359    37    6    TRUE
HS    2-cell    Image_07_right_191016    gpd-2    70    308    180    40    5    FALSE
HS    2-cell    Image_07_right_191016    gpd-2    71    135    227    43    8    TRUE
HS    2-cell    Image_07_right_191016    gpd-2    72    358    161    43    5    FALSE
HS    2-cell    Image_07_right_191016    gpd-2    73    73    283    42    6    TRUE
HS    2-cell    Image_07_right_191016    gpd-2    74    324    242    43    5    TRUE
HS    2-cell    Image_07_right_191016    gpd-2    75    284    75    46    8    FALSE
HS    2-cell    Image_07_right_191016    gpd-2    76    109    239    45    7    TRUE
HS    2-cell    Image_07_right_191016    gpd-2    77    199    277    44    5    FALSE
HS    2-cell    Image_07_right_191016    gpd-2    78    274    73    46    7    FALSE
HS    2-cell    Image_07_right_191016    gpd-2    79    193    189    45    5    TRUE
HS    4-cell    Image_05_191014    gpd-2    1    174    68    22    8    TRUE
HS    4-cell    Image_05_191014    gpd-2    2    184    140    15    7    FALSE
HS    4-cell    Image_05_191014    gpd-2    3    312    134    14    8    TRUE
HS    4-cell    Image_05_191014    gpd-2    4    190    321    12    5    FALSE
HS    4-cell    Image_05_191014    gpd-2    5    155    87    8    6    TRUE
HS    4-cell    Image_05_191014    gpd-2    6    204    202    10    9    TRUE
HS    4-cell    Image_05_191014    gpd-2    7    166    113    9    5    TRUE
HS    4-cell    Image_05_191014    gpd-2    8    204    70    11    5    TRUE
HS    4-cell    Image_05_191014    gpd-2    9    180    305    13    5    FALSE
HS    4-cell    Image_05_191014    gpd-2    10    178    528    14    6    FALSE
HS    4-cell    Image_05_191014    gpd-2    11    216    296    17    5    FALSE
HS    4-cell    Image_05_191014    gpd-2    12    166    426    16    5    FALSE
HS    4-cell    Image_05_191014    gpd-2    13    233    375    18    5    FALSE
HS    4-cell    Image_05_191014    gpd-2    14    77    333    21    6    FALSE
HS    4-cell    Image_05_191014    gpd-2    15    267    394    19    8    FALSE
HS    4-cell    Image_05_191014    gpd-2    16    224    287    25    5    FALSE
HS    4-cell    Image_05_191014    gpd-2    17    277    90    23    7    TRUE
HS    4-cell    Image_05_191014    gpd-2    18    301    272    24    5    FALSE
HS    4-cell    Image_05_191014    gpd-2    19    233    301    27    5    FALSE
HS    4-cell    Image_05_191014    gpd-2    20    101    173    28    6    FALSE
HS    4-cell    Image_08_191016    gpd-2    1    73    117    48    6    FALSE
HS    4-cell    Image_08_191016    gpd-2    2    89    243    16    5    FALSE
HS    4-cell    Image_08_191016    gpd-2    3    91    89    36    7    FALSE
HS    4-cell    Image_08_191016    gpd-2    4    96    294    41    11    TRUE
HS    4-cell    Image_08_191016    gpd-2    5    160    293    22    10    TRUE
HS    4-cell    Image_08_191016    gpd-2    6    169    451    32    9    TRUE
HS    4-cell    Image_08_191016    gpd-2    7    166    459    41    5    FALSE
HS    4-cell    Image_08_191016    gpd-2    8    184    453    19    23    TRUE
HS    4-cell    Image_08_191016    gpd-2    9    200    448    42    14    TRUE
HS    4-cell    Image_08_191016    gpd-2    10    200    425    40    6    TRUE
HS    4-cell    Image_08_191016    gpd-2    11    231    419    32    9    TRUE
HS    4-cell    Image_08_191016    gpd-2    12    267    249    22    7    FALSE
HS    4-cell    Image_08_191016    gpd-2    13    302    389    36    19    TRUE
HS    4-cell    Image_08_191016    gpd-2    14    89    131    9    7    FALSE
HS    4-cell    Image_08_191016    gpd-2    15    148    278    8    5    TRUE
HS    4-cell    Image_08_191016    gpd-2    16    261    399    10    15    TRUE
HS    4-cell    Image_08_191016    gpd-2    17    221    308    10    7    FALSE
HS    4-cell    Image_08_191016    gpd-2    18    103    141    12    9    FALSE
HS    4-cell    Image_08_191016    gpd-2    19    144    198    16    7    FALSE
HS    4-cell    Image_08_191016    gpd-2    20    288    196    14    6    FALSE
HS    4-cell    Image_08_191016    gpd-2    21    110    340    15    5    FALSE
HS    4-cell    Image_08_191016    gpd-2    22    141    412    14    6    FALSE
HS    4-cell    Image_08_191016    gpd-2    23    246    205    14    5    FALSE
HS    4-cell    Image_08_191016    gpd-2    24    153    432    21    6    FALSE
HS    4-cell    Image_08_191016    gpd-2    25    328    288    15    5    FALSE
HS    4-cell    Image_08_191016    gpd-2    26    157    393    16    5    FALSE
HS    4-cell    Image_08_191016    gpd-2    27    241    472    19    5    TRUE
HS    4-cell    Image_08_191016    gpd-2    28    80    251    20    5    FALSE
HS    4-cell    Image_08_191016    gpd-2    29    226    392    22    5    TRUE
HS    4-cell    Image_08_191016    gpd-2    30    205    171    24    5    FALSE
HS    4-cell    Image_08_191016    gpd-2    31    31    147    26    10    FALSE
HS    4-cell    Image_08_191016    gpd-2    32    322    431    28    5    TRUE
HS    4-cell    Image_08_191016    gpd-2    33    208    444    30    8    TRUE
HS    4-cell    Image_08_191016    gpd-2    34    67    102    33    5    FALSE
HS    4-cell    Image_08_191016    gpd-2    35    278    192    32    6    FALSE
HS    4-cell    Image_08_191016    gpd-2    36    196    254    34    8    FALSE
HS    4-cell    Image_08_191016    gpd-2    37    301    452    32    5    TRUE
HS    4-cell    Image_08_191016    gpd-2    38    164    365    33    6    TRUE
HS    4-cell    Image_08_191016    gpd-2    39    46    124    43    7    FALSE
HS    4-cell    Image_08_191016    gpd-2    40    313    439    38    10    TRUE
HS    4-cell    Image_08_191016    gpd-2    41    197    313    43    9    FALSE
HS    4-cell    Image_08_191016    gpd-2    42    244    405    48    8    TRUE
HS    4-cell    Image_08_191016    gpd-2    43    133    266    49    8    FALSE
HS    4-cell    Image_10_191014    gpd-2    1    118    277    6    6    FALSE
HS    4-cell    Image_10_191014    gpd-2    2    117    225    21    5    FALSE
HS    4-cell    Image_10_191014    gpd-2    3    211    76    6    7    FALSE
HS    4-cell    Image_10_191014    gpd-2    4    56    66    12    6    FALSE
HS    4-cell    Image_10_191014    gpd-2    5    226    335    14    6    FALSE
HS    4-cell    Image_10_191014    gpd-2    6    100    366    10    5    FALSE
HS    4-cell    Image_10_191014    gpd-2    7    299    354    15    5    TRUE
HS    4-cell    Image_10_191014    gpd-2    8    173    284    23    5    FALSE
HS    4-cell    Image_10_191014    gpd-2    9    115    293    24    5    FALSE
HS    4-cell    Image_11_191014    gpd-2    1    136    417    12    7    FALSE
HS    4-cell    Image_11_191014    gpd-2    2    150    451    9    5    FALSE
HS    4-cell    Image_11_191014    gpd-2    3    272    114    10    18    TRUE
HS    4-cell    Image_11_191014    gpd-2    4    287    172    13    8    FALSE
HS    4-cell    Image_11_191014    gpd-2    5    291    156    7    5    TRUE
HS    4-cell    Image_11_191014    gpd-2    6    309    106    9    16    TRUE
HS    4-cell    Image_11_191014    gpd-2    7    317    85    16    22    TRUE
HS    4-cell    Image_11_191014    gpd-2    8    320    178    9    24    TRUE
HS    4-cell    Image_11_191014    gpd-2    9    281    258    7    7    FALSE
HS    4-cell    Image_11_191014    gpd-2    10    190    132    7    7    FALSE
HS    4-cell    Image_11_191014    gpd-2    11    67    352    8    10    FALSE
HS    4-cell    Image_11_191014    gpd-2    12    116    395    7    13    FALSE
HS    4-cell    Image_11_191014    gpd-2    13    225    269    7    6    FALSE
HS    4-cell    Image_11_191014    gpd-2    14    287    283    7    6    FALSE
HS    4-cell    Image_11_191014    gpd-2    15    227    322    8    5    FALSE
HS    4-cell    Image_11_191014    gpd-2    16    332    370    6    6    FALSE
HS    4-cell    Image_11_191014    gpd-2    17    287    113    9    12    TRUE
HS    4-cell    Image_11_191014    gpd-2    18    304    134    9    6    TRUE
HS    4-cell    Image_11_191014    gpd-2    19    346    184    10    12    TRUE
HS    4-cell    Image_11_191014    gpd-2    20    179    214    8    5    FALSE
HS    4-cell    Image_11_191014    gpd-2    21    150    413    9    5    FALSE
HS    4-cell    Image_11_191014    gpd-2    22    292    420    9    6    FALSE
HS    4-cell    Image_11_191014    gpd-2    23    259    91    9    10    TRUE
HS    4-cell    Image_11_191014    gpd-2    24    59    383    10    7    FALSE
HS    4-cell    Image_11_191014    gpd-2    25    120    495    9    5    FALSE
HS    4-cell    Image_11_191014    gpd-2    26    66    340    12    5    TRUE
HS    4-cell    Image_11_191014    gpd-2    27    360    147    14    18    TRUE
HS    4-cell    Image_11_191014    gpd-2    28    228    161    12    6    FALSE
HS    4-cell    Image_11_191014    gpd-2    29    342    219    20    12    TRUE
HS    4-cell    Image_11_191014    gpd-2    30    194    317    18    5    FALSE
HS    4-cell    Image_11_191014    gpd-2    31    259    273    23    5    FALSE
HS    4-cell    Image_11_191014    gpd-2    32    188    335    22    6    TRUE
HS    4-cell    Image_11_191014    gpd-2    33    314    201    24    6    TRUE
HS    4-cell    Image_11_191014    gpd-2    34    229    125    32    5    TRUE
HS    4-cell    Image_11_191014    gpd-2    35    334    151    33    5    TRUE
HS    4-cell    Image_12_191014    gpd-2    1    59    320    17    5    TRUE
HS    4-cell    Image_12_191014    gpd-2    2    107    273    7    6    FALSE
HS    4-cell    Image_12_191014    gpd-2    3    109    339    8    7    TRUE
HS    4-cell    Image_12_191014    gpd-2    4    119    326    27    7    FALSE
HS    4-cell    Image_12_191014    gpd-2    5    133    390    9    8    TRUE
HS    4-cell    Image_12_191014    gpd-2    6    159    370    10    7    TRUE
HS    4-cell    Image_12_191014    gpd-2    7    161    385    32    5    TRUE
HS    4-cell    Image_12_191014    gpd-2    8    224    248    25    9    FALSE
HS    4-cell    Image_12_191014    gpd-2    9    243    172    7    5    FALSE
HS    4-cell    Image_12_191014    gpd-2    10    262    109    24    7    FALSE
HS    4-cell    Image_12_191014    gpd-2    11    372    207    10    5    FALSE
HS    4-cell    Image_12_191014    gpd-2    12    315    53    5    6    FALSE
HS    4-cell    Image_12_191014    gpd-2    13    303    75    4    6    FALSE
HS    4-cell    Image_12_191014    gpd-2    14    186    229    6    6    FALSE
HS    4-cell    Image_12_191014    gpd-2    15    275    394    5    5    FALSE
HS    4-cell    Image_12_191014    gpd-2    16    138    141    7    5    FALSE
HS    4-cell    Image_12_191014    gpd-2    17    130    439    8    5    FALSE
HS    4-cell    Image_12_191014    gpd-2    18    179    141    9    7    FALSE
HS    4-cell    Image_12_191014    gpd-2    19    166    165    9    5    FALSE
HS    4-cell    Image_12_191014    gpd-2    20    248    409    7    6    FALSE
HS    4-cell    Image_12_191014    gpd-2    21    437    166    8    5    FALSE
HS    4-cell    Image_12_191014    gpd-2    22    293    222    8    8    FALSE
HS    4-cell    Image_12_191014    gpd-2    23    362    235    8    5    FALSE
HS    4-cell    Image_12_191014    gpd-2    24    440    216    10    5    FALSE
HS    4-cell    Image_12_191014    gpd-2    25    84    381    11    5    TRUE
HS    4-cell    Image_12_191014    gpd-2    26    177    410    13    9    TRUE
HS    4-cell    Image_12_191014    gpd-2    27    120    128    12    5    FALSE
HS    4-cell    Image_12_191014    gpd-2    28    334    239    13    5    TRUE
HS    4-cell    Image_12_191014    gpd-2    29    143    426    15    14    TRUE
HS    4-cell    Image_12_191014    gpd-2    30    35    368    18    9    FALSE
HS    4-cell    Image_12_191014    gpd-2    31    311    269    17    5    FALSE
HS    4-cell    Image_12_191014    gpd-2    32    141    451    18    5    FALSE
HS    4-cell    Image_12_191014    gpd-2    33    99    412    21    6    TRUE
HS    4-cell    Image_12_191014    gpd-2    34    191    382    24    5    TRUE
HS    4-cell    Image_12_191014    gpd-2    35    188    391    27    5    TRUE
HS    4-cell    Image_12_191014    gpd-2    36    197    393    25    3    TRUE
HS    4-cell    Image_12_191014    gpd-2    37    332    182    30    5    FALSE
HS    4-cell    Image_12_191014    gpd-2    38    281    243    32    6    TRUE
HS    6-cell    Image_02_191016    gpd-2    1    87    338    9    16    TRUE
HS    6-cell    Image_02_191016    gpd-2    2    100    432    38    8    TRUE
HS    6-cell    Image_02_191016    gpd-2    3    166    48    30    7    FALSE
HS    6-cell    Image_02_191016    gpd-2    4    254    263    41    6    FALSE
HS    6-cell    Image_02_191016    gpd-2    5    106    391    8    6    FALSE
HS    6-cell    Image_02_191016    gpd-2    6    139    81    8    5    FALSE
HS    6-cell    Image_02_191016    gpd-2    7    222    226    10    6    FALSE
HS    6-cell    Image_02_191016    gpd-2    8    118    451    12    7    FALSE
HS    6-cell    Image_02_191016    gpd-2    9    178    413    14    5    FALSE
HS    6-cell    Image_02_191016    gpd-2    10    204    382    14    6    FALSE
HS    6-cell    Image_02_191016    gpd-2    11    122    331    15    5    FALSE
HS    6-cell    Image_02_191016    gpd-2    12    97    148    18    5    FALSE
HS    6-cell    Image_02_191016    gpd-2    13    33    314    18    6    TRUE
HS    6-cell    Image_02_191016    gpd-2    14    234    199    18    5    FALSE
HS    6-cell    Image_02_191016    gpd-2    15    199    323    23    5    FALSE
HS    6-cell    Image_02_191016    gpd-2    16    251    309    25    6    FALSE
HS    6-cell    Image_02_191016    gpd-2    17    135    329    25    10    FALSE
HS    6-cell    Image_02_191016    gpd-2    18    38    376    25    8    TRUE
HS    6-cell    Image_02_191016    gpd-2    19    209    179    27    8    FALSE
HS    6-cell    Image_02_191016    gpd-2    20    162    420    28    5    TRUE
HS    6-cell    Image_02_191016    gpd-2    21    240    167    32    5    FALSE
HS    6-cell    Image_02_191016    gpd-2    22    190    193    36    6    FALSE
HS    6-cell    Image_02_191016    gpd-2    23    77    297    39    13    TRUE
HS    6-cell    Image_02_191016    gpd-2    24    215    177    39    5    FALSE
HS    6-cell    Image_02_191016    gpd-2    25    210    177    45    4    FALSE
HS    6-cell    Image_02_191016    gpd-2    26    198    362    41    6    FALSE
HS    6-cell    Image_02_191016    gpd-2    27    93    440    44    6    FALSE
HS    6-cell    Image_02_191016    gpd-2    28    209    191    41    5    FALSE
HS    6-cell    Image_02_191016    gpd-2    29    151    284    44    5    FALSE
HS    8-cell    Image_01_191014    gpd-2    1    376    421    7    5    FALSE
HS    8-cell    Image_01_191014    gpd-2    2    260    379    5    5    FALSE
HS    8-cell    Image_01_191014    gpd-2    3    97    610    7    6    FALSE
HS    8-cell    Image_01_191014    gpd-2    4    368    224    4    6    TRUE
HS    8-cell    Image_01_191014    gpd-2    5    146    661    7    5    FALSE
HS    8-cell    Image_01_191014    gpd-2    6    152    118    8    10    TRUE
HS    8-cell    Image_01_191014    gpd-2    7    329    333    7    5    FALSE
HS    8-cell    Image_01_191014    gpd-2    8    292    153    8    8    TRUE
HS    8-cell    Image_01_191014    gpd-2    9    326    519    8    5    FALSE
HS    8-cell    Image_01_191014    gpd-2    10    39    451    9    5    FALSE
HS    8-cell    Image_01_191014    gpd-2    11    285    143    12    5    TRUE
HS    8-cell    Image_01_191014    gpd-2    12    270    176    15    5    TRUE
HS    8-cell    Image_06_191014    gpd-2    1    249    393    33    11    FALSE
HS    8-cell    Image_06_191014    gpd-2    2    271    96    39    10    TRUE
HS    8-cell    Image_06_191014    gpd-2    3    299    124    25    10    TRUE
HS    8-cell    Image_06_191014    gpd-2    4    328    183    7    5    FALSE
HS    8-cell    Image_06_191014    gpd-2    5    168    516    7    5    FALSE
HS    8-cell    Image_06_191014    gpd-2    6    78    355    9    5    FALSE
HS    8-cell    Image_06_191014    gpd-2    7    228    93    13    15    TRUE
HS    8-cell    Image_06_191014    gpd-2    8    347    254    9    5    FALSE
HS    8-cell    Image_06_191014    gpd-2    9    331    196    10    5    FALSE
HS    8-cell    Image_06_191014    gpd-2    10    275    86    12    8    TRUE
HS    8-cell    Image_06_191014    gpd-2    11    210    447    14    5    FALSE
HS    8-cell    Image_06_191014    gpd-2    12    244    414    17    5    FALSE
HS    8-cell    Image_06_191014    gpd-2    13    324    304    21    5    FALSE
HS    8-cell    Image_06_191014    gpd-2    14    145    396    21    5    FALSE
HS    8-cell    Image_06_191014    gpd-2    15    156    436    35    5    FALSE
HS    8-cell    Image_06_191014    gpd-2    16    90    343    35    7    FALSE
HS    8-cell    Image_06_191014    gpd-2    17    110    393    41    7    FALSE
HS    8-cell    Image_14_191014    gpd-2    1    118    240    7    5    FALSE
HS    8-cell    Image_14_191014    gpd-2    2    193    106    13    6    TRUE
HS    8-cell    Image_14_191014    gpd-2    3    247    389    17    5    FALSE
HS    8-cell    Image_15_191014    gpd-2    1    253    212    27    5    FALSE
HS    8-cell    Image_15_191014    gpd-2    2    301    103    14    9    TRUE
HS    8-cell    Image_15_191014    gpd-2    3    178    291    12    5    FALSE
HS    8-cell    Image_15_191014    gpd-2    4    261    290    8    5    FALSE
HS    8-cell    Image_15_191014    gpd-2    5    143    57    8    7    TRUE
HS    8-cell    Image_15_191014    gpd-2    6    192    173    10    7    TRUE
HS    8-cell    Image_15_191014    gpd-2    7    154    83    9    7    TRUE
HS    8-cell    Image_15_191014    gpd-2    8    134    192    10    5    FALSE
HS    8-cell    Image_15_191014    gpd-2    9    289    65    14    5    FALSE
HS    8-cell    Image_15_191014    gpd-2    10    167    498    15    5    FALSE
HS    8-cell    Image_15_191014    gpd-2    11    175    110    15    6    TRUE
HS    8-cell    Image_15_191014    gpd-2    12    64    303    22    9    FALSE
HS    8-cell    Image_15_191014    gpd-2    13    123    424    23    5    FALSE
HS    8-cell    Image_15_191014    gpd-2    14    88    143    28    6    FALSE
HS    12-cell    Image_02_191010    gpd-2    1    166    68    13    6    TRUE
HS    12-cell    Image_02_191010    gpd-2    2    203    79    13    8    TRUE
HS    12-cell    Image_02_191010    gpd-2    3    196    272    9    7    FALSE
HS    12-cell    Image_02_191010    gpd-2    4    141    126    6    5    FALSE
HS    12-cell    Image_02_191010    gpd-2    5    149    153    10    10    FALSE
HS    12-cell    Image_02_191010    gpd-2    6    316    450    9    5    FALSE
HS    12-cell    Image_02_191010    gpd-2    7    226    107    14    7    TRUE
HS    12-cell    Image_02_191010    gpd-2    8    252    137    11    8    FALSE
HS    12-cell    Image_02_191010    gpd-2    9    293    367    10    5    FALSE
HS    12-cell    Image_02_191010    gpd-2    10    140    308    11    5    FALSE
HS    12-cell    Image_02_191010    gpd-2    11    142    102    13    5    TRUE
HS    12-cell    Image_02_191010    gpd-2    12    85    289    10    6    FALSE
HS    12-cell    Image_02_191010    gpd-2    13    250    469    12    5    FALSE
HS    12-cell    Image_02_191010    gpd-2    14    338    268    14    5    FALSE
HS    12-cell    Image_02_191010    gpd-2    15    127    392    13    5    FALSE
HS    12-cell    Image_02_191010    gpd-2    16    192    398    16    5    FALSE
HS    12-cell    Image_02_191010    gpd-2    17    231    76    19    15    TRUE
HS    12-cell    Image_02_191010    gpd-2    18    160    315    17    11    FALSE
HS    12-cell    Image_02_191010    gpd-2    19    327    416    14    6    FALSE
HS    12-cell    Image_02_191010    gpd-2    20    241    215    19    5    FALSE
HS    12-cell    Image_02_191010    gpd-2    21    289    264    19    5    FALSE
HS    12-cell    Image_02_191010    gpd-2    22    143    186    21    5    FALSE
HS    12-cell    Image_02_191010    gpd-2    23    206    247    26    6    FALSE
HS    12-cell    Image_02_191010    gpd-2    24    227    281    24    12    FALSE
HS    12-cell    Image_02_191010    gpd-2    25    231    349    24    5    FALSE
HS    12-cell    Image_02_191010    gpd-2    26    292    258    26    5    FALSE
HS    12-cell    Image_02_191010    gpd-2    27    121    288    27    10    FALSE
HS    12-cell    Image_02_191010    gpd-2    28    256    109    29    11    TRUE
HS    12-cell    Image_02_191010    gpd-2    29    104    205    29    5    FALSE
HS    12-cell    Image_02_191010    gpd-2    30    155    77    31    5    TRUE
HS    12-cell    Image_02_191010    gpd-2    31    160    297    30    5    FALSE
HS    12-cell    Image_02_191010    gpd-2    32    205    266    32    5    FALSE
HS    12-cell    Image_02_191010    gpd-2    33    283    419    32    6    FALSE
HS    12-cell    Image_02_191010    gpd-2    34    140    438    37    5    FALSE
HS    12-cell    Image_16_191014    gpd-2    1    141    238    27    6    FALSE
HS    12-cell    Image_16_191014    gpd-2    2    207    204    11    5    FALSE
HS    12-cell    Image_16_191014    gpd-2    3    363    469    17    24    TRUE
HS    12-cell    Image_16_191014    gpd-2    4    315    402    7    6    FALSE
HS    12-cell    Image_16_191014    gpd-2    5    203    397    12    5    FALSE
HS    12-cell    Image_16_191014    gpd-2    6    247    119    10    5    FALSE
HS    12-cell    Image_16_191014    gpd-2    7    293    259    12    7    FALSE
HS    12-cell    Image_16_191014    gpd-2    8    353    470    10    4    TRUE
HS    12-cell    Image_16_191014    gpd-2    9    294    491    10    5    FALSE
HS    12-cell    Image_16_191014    gpd-2    10    220    243    16    5    FALSE
HS    12-cell    Image_16_191014    gpd-2    11    74    322    14    5    FALSE
HS    12-cell    Image_16_191014    gpd-2    12    117    381    15    5    FALSE
HS    12-cell    Image_16_191014    gpd-2    13    360    509    17    12    TRUE
HS    12-cell    Image_16_191014    gpd-2    14    216    202    17    5    FALSE
HS    12-cell    Image_16_191014    gpd-2    15    212    317    20    7    FALSE
HS    12-cell    Image_16_191014    gpd-2    16    251    308    20    5    FALSE
HS    12-cell    Image_16_191014    gpd-2    17    149    376    21    6    FALSE
HS    12-cell    Image_16_191014    gpd-2    18    119    286    25    7    FALSE
HS    12-cell    Image_16_191014    gpd-2    19    271    502    28    6    TRUE
HS    12-cell    Image_16_191014    gpd-2    20    347    396    28    5    TRUE
