Condition    Stage    Image_n    Probe    index    z    y    x    n_rna    coloc
No_HS    4-cell    Image_06_191014    B04957    120    229    362    18    7    FALSE
No_HS    4-cell    Image_06_191014    B04957    121    307    388    20    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    122    431    454    20    7    FALSE
No_HS    4-cell    Image_06_191014    B04957    123    298    506    20    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    124    304    529    17    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    125    268    131    20    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    126    205    184    21    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    127    145    186    22    11    FALSE
No_HS    4-cell    Image_06_191014    B04957    128    203    261    24    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    129    190    284    16    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    130    267    350    21    6    FALSE
No_HS    4-cell    Image_06_191014    B04957    131    188    472    22    11    FALSE
No_HS    4-cell    Image_06_191014    B04957    132    182    475    30    4    FALSE
No_HS    4-cell    Image_06_191014    B04957    133    198    168    21    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    134    180    179    23    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    135    246    462    25    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    136    423    485    22    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    137    175    351    22    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    138    114    70    24    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    139    99    141    27    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    140    217    188    27    7    FALSE
No_HS    4-cell    Image_06_191014    B04957    141    168    253    25    10    FALSE
No_HS    4-cell    Image_06_191014    B04957    142    145    385    27    15    FALSE
No_HS    4-cell    Image_06_191014    B04957    143    171    425    29    7    FALSE
No_HS    4-cell    Image_06_191014    B04957    144    318    517    25    9    FALSE
No_HS    4-cell    Image_06_191014    B04957    145    298    285    26    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    146    103    334    27    7    FALSE
No_HS    4-cell    Image_06_191014    B04957    147    216    408    25    7    FALSE
No_HS    4-cell    Image_06_191014    B04957    148    119    275    26    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    149    99    295    25    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    150    269    305    25    6    FALSE
No_HS    4-cell    Image_06_191014    B04957    151    165    372    28    13    FALSE
No_HS    4-cell    Image_06_191014    B04957    152    280    461    26    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    153    152    108    28    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    154    91    229    26    6    FALSE
No_HS    4-cell    Image_06_191014    B04957    155    111    302    29    8    FALSE
No_HS    4-cell    Image_06_191014    B04957    156    128    315    27    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    157    129    319    30    4    FALSE
No_HS    4-cell    Image_06_191014    B04957    158    92    341    27    6    FALSE
No_HS    4-cell    Image_06_191014    B04957    159    155    189    27    6    FALSE
No_HS    4-cell    Image_06_191014    B04957    160    202    239    30    6    FALSE
No_HS    4-cell    Image_06_191014    B04957    161    318    439    29    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    162    332    452    31    6    FALSE
No_HS    4-cell    Image_06_191014    B04957    163    400    499    30    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    164    231    503    32    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    165    337    547    32    5    FALSE
No_HS    4-cell    Image_06_191014    set-3    1    275    338    9    5    FALSE
No_HS    4-cell    Image_06_191014    set-3    2    210    322    10    7    FALSE
No_HS    4-cell    Image_06_191014    set-3    3    353    428    10    6    TRUE
No_HS    4-cell    Image_06_191014    set-3    4    381    472    8    5    TRUE
No_HS    4-cell    Image_06_191014    set-3    5    69    268    11    6    FALSE
No_HS    4-cell    Image_06_191014    set-3    6    137    346    12    5    FALSE
No_HS    4-cell    Image_06_191014    set-3    7    133    138    15    5    FALSE
No_HS    4-cell    Image_06_191014    set-3    8    343    458    15    6    FALSE
No_HS    4-cell    Image_06_191014    set-3    9    283    496    13    5    FALSE
No_HS    4-cell    Image_06_191014    set-3    10    209    490    31    5    FALSE
No_HS    4-cell    Image_06_191014    set-3    11    152    71    22    8    FALSE
No_HS    4-cell    Image_06_191014    set-3    12    193    110    27    6    FALSE
No_HS    4-cell    Image_07_191010    B04957    1    61    234    24    9    FALSE
No_HS    4-cell    Image_07_191010    B04957    2    66    261    8    8    TRUE
No_HS    4-cell    Image_07_191010    B04957    3    245    289    26    5    FALSE
No_HS    4-cell    Image_07_191010    B04957    4    258    187    12    6    FALSE
No_HS    4-cell    Image_07_191010    B04957    5    307    320    22    5    FALSE
No_HS    4-cell    Image_07_191010    B04957    6    424    90    8    5    FALSE
No_HS    4-cell    Image_07_191010    B04957    7    149    96    12    5    FALSE
No_HS    4-cell    Image_07_191010    B04957    8    347    101    8    7    FALSE
No_HS    4-cell    Image_07_191010    B04957    9    209    110    8    16    FALSE
No_HS    4-cell    Image_07_191010    B04957    10    235    142    15    12    FALSE
No_HS    4-cell    Image_07_191010    B04957    11    515    201    9    5    FALSE
No_HS    4-cell    Image_07_191010    B04957    12    400    239    9    6    FALSE
No_HS    4-cell    Image_07_191010    B04957    13    355    287    10    8    FALSE
No_HS    4-cell    Image_07_191010    B04957    14    429    46    11    10    FALSE
No_HS    4-cell    Image_07_191010    B04957    15    81    148    10    10    FALSE
No_HS    4-cell    Image_07_191010    B04957    16    36    213    15    5    TRUE
No_HS    4-cell    Image_07_191010    B04957    17    354    122    15    5    FALSE
No_HS    4-cell    Image_07_191010    B04957    18    318    220    17    6    FALSE
No_HS    4-cell    Image_07_191010    B04957    19    99    288    12    5    FALSE
No_HS    4-cell    Image_07_191010    B04957    20    380    68    19    5    FALSE
No_HS    4-cell    Image_07_191010    B04957    21    401    150    13    6    FALSE
No_HS    4-cell    Image_07_191010    B04957    22    55    153    15    5    FALSE
No_HS    4-cell    Image_07_191010    B04957    23    300    103    13    5    FALSE
No_HS    4-cell    Image_07_191010    B04957    24    278    155    27    5    FALSE
No_HS    4-cell    Image_07_191010    B04957    25    315    272    17    5    FALSE
No_HS    4-cell    Image_07_191010    B04957    26    441    146    17    6    FALSE
No_HS    4-cell    Image_07_191010    B04957    27    133    98    16    6    FALSE
No_HS    4-cell    Image_07_191010    B04957    28    87    160    18    8    FALSE
No_HS    4-cell    Image_07_191010    B04957    29    169    205    18    10    FALSE
No_HS    4-cell    Image_07_191010    B04957    30    55    246    18    12    FALSE
No_HS    4-cell    Image_07_191010    B04957    31    236    59    20    5    FALSE
No_HS    4-cell    Image_07_191010    B04957    32    241    201    20    7    FALSE
No_HS    4-cell    Image_07_191010    B04957    33    376    269    22    6    FALSE
No_HS    4-cell    Image_07_191010    B04957    34    346    283    19    5    FALSE
No_HS    4-cell    Image_07_191010    B04957    35    125    290    25    5    FALSE
No_HS    4-cell    Image_07_191010    B04957    36    91    265    25    5    FALSE
No_HS    4-cell    Image_07_191010    set-3    1    474    182    11    6    FALSE
No_HS    4-cell    Image_07_191010    set-3    2    176    154    12    5    FALSE
No_HS    4-cell    Image_07_191010    set-3    3    382    289    12    5    FALSE
No_HS    4-cell    Image_07_191010    set-3    4    100    194    23    5    FALSE
No_HS    4-cell    Image_11_191010    B04957    1    66    380    33    5    FALSE
No_HS    4-cell    Image_11_191010    B04957    2    85    308    26    9    FALSE
No_HS    4-cell    Image_11_191010    B04957    3    108    216    19    6    FALSE
No_HS    4-cell    Image_11_191010    B04957    4    139    70    36    14    FALSE
No_HS    4-cell    Image_11_191010    B04957    5    141    130    36    7    FALSE
No_HS    4-cell    Image_11_191010    B04957    6    157    135    37    5    FALSE
No_HS    4-cell    Image_11_191010    B04957    7    166    154    40    7    FALSE
No_HS    4-cell    Image_11_191010    B04957    8    173    127    31    17    FALSE
No_HS    4-cell    Image_11_191010    B04957    9    232    60    29    10    FALSE
No_HS    4-cell    Image_11_191010    B04957    10    262    168    16    7    FALSE
No_HS    4-cell    Image_11_191010    B04957    11    267    145    37    5    FALSE
No_HS    4-cell    Image_11_191010    B04957    12    220    150    13    35    FALSE
No_HS    4-cell    Image_11_191010    B04957    13    181    243    11    8    FALSE
No_HS    4-cell    Image_11_191010    B04957    14    86    358    7    6    FALSE
No_HS    4-cell    Image_11_191010    B04957    15    117    373    16    6    FALSE
No_HS    4-cell    Image_11_191010    B04957    16    212    40    11    7    TRUE
No_HS    4-cell    Image_11_191010    B04957    17    147    133    10    7    FALSE
No_HS    4-cell    Image_11_191010    B04957    18    95    221    10    5    FALSE
No_HS    4-cell    Image_11_191010    B04957    19    18    288    10    7    FALSE
No_HS    4-cell    Image_11_191010    B04957    20    151    350    13    9    FALSE
No_HS    4-cell    Image_11_191010    B04957    21    243    82    12    10    TRUE
No_HS    4-cell    Image_11_191010    B04957    22    132    141    10    7    FALSE
No_HS    4-cell    Image_11_191010    B04957    23    266    152    12    6    TRUE
No_HS    4-cell    Image_11_191010    B04957    24    176    260    12    5    FALSE
No_HS    4-cell    Image_11_191010    B04957    25    161    260    18    10    FALSE
No_HS    4-cell    Image_11_191010    B04957    26    136    326    15    11    FALSE
No_HS    4-cell    Image_11_191010    B04957    27    158    403    10    5    FALSE
No_HS    4-cell    Image_11_191010    B04957    28    67    234    10    6    FALSE
No_HS    4-cell    Image_11_191010    B04957    29    171    273    11    5    FALSE
No_HS    4-cell    Image_11_191010    B04957    30    190    341    13    5    FALSE
No_HS    4-cell    Image_11_191010    B04957    31    137    65    19    14    FALSE
No_HS    4-cell    Image_11_191010    B04957    32    171    44    14    9    TRUE
No_HS    4-cell    Image_11_191010    B04957    33    80    183    18    6    FALSE
No_HS    4-cell    Image_11_191010    B04957    34    85    190    25    5    FALSE
No_HS    4-cell    Image_11_191010    B04957    35    237    62    19    8    FALSE
No_HS    4-cell    Image_11_191010    B04957    36    163    139    16    6    FALSE
No_HS    4-cell    Image_11_191010    B04957    37    229    320    16    5    FALSE
No_HS    4-cell    Image_11_191010    B04957    38    201    330    16    5    FALSE
No_HS    4-cell    Image_11_191010    B04957    39    138    118    27    5    FALSE
No_HS    4-cell    Image_11_191010    B04957    40    217    404    19    6    FALSE
No_HS    4-cell    Image_11_191010    B04957    41    198    183    19    5    FALSE
No_HS    4-cell    Image_11_191010    B04957    42    265    223    23    7    FALSE
No_HS    4-cell    Image_11_191010    B04957    43    165    128    22    7    FALSE
No_HS    4-cell    Image_11_191010    B04957    44    184    172    28    7    FALSE
No_HS    4-cell    Image_11_191010    B04957    45    76    303    30    5    FALSE
